3 1.1 0.385262400790645 . 0.0729 0 0
4 9 . 0.0392207131532813 0 0 0.04
6 6.7 0.350656871613169 . 0.0225 0 0
8 1.7 . 0.609765571620894 0 0 0.0324
10 9.4 0.246860077931526 . 0.0529 0 0
11 10.9 -0.0202027073175195 . 0.0484 0 0
14 9.5 -0.0943106794712413 . 0.0729 0 0
16 1 . 0.418710334858185 0 0 0.0144
17 8.6 -0.27443684570176 . 0.0225 0 0
19 6.5 0.300104592450338 . 0.36 0 0
20 0.5 . 0.993251773010283 0 0 0.04
22 1 . 0.693147180559945 0 0 0.0576
24 5 -0.0408219945202552 0.048790164169432 0.0144 0.0054 0.0081
25 8.2 0.336472236621213 . 0.1296 0 0
26 9.5 . 0.85015092936961 0 0 0.0784
28 9.5 -0.0202027073175195 0.122217632724249 0.0121 0.0033 0.0036
29 7.5 . -0.0202027073175195 0 0 0.0036
32 3.8 . 1.93296963777958 0 0 0.2116
36 2.5 . 0.378436435720245 0 0 0.01
37 7.5 . 0.993251773010283 0 0 0.1369
38 2.5 0.524728528934982 . 0.0289 0 0
40 1 . -0.328504066972036 0 0 0.2601
43 13 . 0.122217632724249 0 0 0.0196
44 14 0.157003748809665 0.139761942375159 0.0036 6e-04 4e-04
49 7 . 0.0392207131532813 0 0 0.0361
50 13.5 . 0.0198026272961797 0 0 0.0169
51 9 . 0.00995033085316809 0 0 0.0121
52 9.2 0.300104592450338 0.22314355131421 0.0081 0.00405 0.0081
54 7 0.470003629245736 0.53062825106217 0.0784 0.0448 0.1024
56 9.5 -0.562118918153541 . 0.1089 0 0
57 13.5 . 0.0392207131532813 0 0 0.0049
59 9.5 0.0953101798043249 0.182321556793955 0.0121 0.00825 0.0225
61 1 . 0.0392207131532813 0 0 1e-04
63 1 . 0.476234178996372 0 0 0.0529
65 4.6 . 0.198850858745165 0 0 0.0016
69 0.5 . 0.500775287912489 0 0 0.0441
71 7 0.19062035960865 . 0.0016 0 0
75 1 . 0.688134638736401 0 0 0.1225
76 10.9 . 0.924258901523332 0 0 0.1521
78 8.5 0.398776119957368 . 0.0256 0 0
79 2.5 0.741937344729377 . 0.0529 0 0
80 2 0.78845736036427 . 0.0441 0 0
81 10.5 0.336472236621213 . 0.0361 0 0
82 10 1.02961941718116 . 0.1521 0 0
83 9 0.940007258491471 . 0.1369 0 0
84 8.5 0.693147180559945 . 0.0841 0 0
85 3.5 0.357674444271816 . 0.0324 0 0
88 8 . 0.300104592450338 0 0 0.09
89 5 . 0.285178942233662 0 0 0.0361
93 8.4 0.139761942375159 0.215111379616945 0.0169 0.0052 0.0064
105 0.8 . 1.18784342239605 0 0 0.25
109 16.3 . 1.47247205736094 0 0 0.2209
111 7 . 1.7732559976635 0 0 1.0609
113 9 -0.0725706928348354 0.22314355131421 0.0016 0.0022 0.0121
114 9.3 0.357674444271816 . 0.1089 0 0
122 7.9 0.350656871613169 . 0.0361 0 0
601 9 0.444685821261446 . 0.0196 0 0
603 9 0.0953101798043249 . 0.0529 0 0
603 9 -0.356674943938732 . 0.1849 0 0
