1 1 0.4 0.00425060240963855 0 1
2 2 0.15 0.0105000686813187 1 0
3 3 0.16 0.00663954797202797 0 1
4 4 0.75 0.00478515625 1 0
5 5 0.22 0.0238300673684211 1 0
6 6 0.47 0.0141162048837209 1 0
7 7 0.86 0.000394233488372093 0 1
8 8 -0.03 0.021238315106383 0 1
9 8 0.12 0.0206682417021277 0 1
10 9 0.09 0.0351380575 1 0
11 10 0.71 0.0175654864285714 0 1
12 10 0.63 0.013471467037037 0 1
13 10 0.33 0.0108775234246575 0 1
14 11 0.5 0.00404676258992806 0 1
15 12 0.24 0.00262756733727811 0 1
16 12 0.52 0.0015748998816568 0 1
17 13 0.19 0.001821771 1 0
18 14 0.26 0.043468488 1 0
19 15 -0.17 0.0325184555172414 0 1
20 15 0.06 0.0342349296551724 0 1
21 15 0.38 0.0252431503448276 0 1
22 15 0.46 0.0214336055172414 0 1
23 16 0.46 0.03453192 1 0
24 16 -0.03 0.0499100405 1 0
25 17 -0.3 0.05915 0 1
26 17 0.25 0.0627790178571429 0 1
27 17 0.35 0.0550004464285714 0 1
28 17 0.5 0.0401785714285714 0 1
29 18 0.38 0.00478464941176471 1 0
30 19 0.26 0.00887112 1 0
31 20 0.58 0.00067852844375963 0 1
32 21 0.13 0.0261212327027027 1 0
33 22 0.3 0.00707777777777778 1 0
34 23 0.34 0.0039906293877551 1 0
35 24 0.51 0.0202760003703704 0 1
36 25 0.67 0.0030371121 0 1
37 26 0.63 0.0006811415917603 1 0
38 27 0.84 0.000132727963246554 0 1
39 28 0.43 0.0033386332160804 0 1
40 28 0.05 0.0368520833333333 0 1
41 29 0.62 0.000659066713043478 0 1
42 30 0.36 0.015461146122449 1 0
43 31 0.33 0.0130173640983607 0 1
44 32 0.55 0.000605107276119403 0 1
45 33 0.58 0.000296342503364738 0 1
46 34 0.3 0.0138016666666667 0 1
47 35 0.2 0.0119688311688312 1 0
48 36 0.83 0.0006048950625 0 1
49 36 0.74 0.00080895557312253 0 1
50 37 0.47 0.004817435 0 1
51 38 0.4 0.00331267605633803 0 1
52 39 0.63 0.0106979297058824 0 1
53 40 0.31 0.0131779872580645 0 1
54 40 0.2 0.0131657142857143 1 0
55 40 0.47 0.00449627266666667 1 0
56 40 0.24 0.0177623552 1 0
57 41 0.46 0.000904766462882096 0 1
58 42 0.57 0.00500835175824176 1 0
59 43 0.59 0.00192295751131222 0 1
60 44 0.66 9.98581065830721e-05 0 1
