   -5.507195   -10.283824    -7.574309
    6.448770     3.688543    -4.191186
   -3.043447    -0.996922    -3.055606
    5.175993     4.229911     4.862919
   -3.556593     0.558567    -1.681444
    1.027863    -0.105869    -2.345773
    1.486961     6.105840     2.103974
    1.290270    -1.170684     0.404993
    6.170153     1.097841     1.850995
    1.461249     1.338552     2.772920
   -4.622727     0.675655     1.935531
    0.003972    -0.857494    -1.645338
    0.840869    -1.781759    -0.977015
    2.811205     0.914352    -1.455329
   -5.153473    -1.184878    -4.907152
    0.433832     3.508067    -1.213448
    5.616356     3.998261    -7.268282
   -5.208091    -2.855970    -1.202771
    2.989967    -3.693878    -1.132206
    2.272134     3.961283     2.651434
   -2.311692    -5.552299     1.789334
    2.113784     3.722352     7.926652
   -0.815345    -2.626776     5.548427
    1.461663     1.412665    -2.192946
    3.017342     5.538432     2.638808
   -0.353060    -0.539229    -0.085661
   -3.172836    -6.048221     2.463357
   -1.038048     1.772246    -0.509840
   -2.086447    -5.958862    -5.435017
   -2.588023     0.208394     2.352637
   -3.272073    -0.503795     1.366315
   -1.438961    -3.685019     1.221107
   -1.927516    -0.061992    -0.627935
   -1.433626    -0.290627     5.233633
    5.072262     5.123047     5.401806
   -1.928471     1.816746     2.113549
   -2.939899    -4.120310    -4.683753
    2.624326     0.382582     7.688582
    2.765811    -4.461213    -0.860125
    0.514198    -1.791858     0.567919
    3.777685    -3.325149    -8.035336
   -3.114615    -4.985110    -2.239570
   -1.414300    -0.291437     1.725045
    2.786467    -3.765143     0.323301
   -2.143729    -1.012399     3.722978
    2.544223     3.989969     1.476658
    3.256920     1.485514     2.819904
    3.880155     1.612131    -1.263855
   -4.144968     1.456949     1.202276
    2.421399     0.681329    -1.885090
   -4.223867    -1.598823     1.770918
   -3.359638    -5.287844     2.527755
   -1.334335     1.529086     4.052073
   -3.623183    -2.359657    -2.026907
   -5.080186    -6.688476    -2.787844
   -5.853848    -0.500424     0.511530
   -3.136305    -0.901647    -5.740664
   -5.318497    -4.180322    -3.273349
    5.051373    -2.289022    -3.376523
   -3.296058    -9.877545     1.432906
    4.353647    -1.740975    -2.651807
   -1.890762     1.382940     0.600853
   -2.315320    -3.390274    -1.918428
   -0.530132    -3.361268     1.438954
   -3.759783     5.677277     2.194469
    0.785046    -1.714948     2.823188
   -0.510158     4.008385     2.398482
   -1.918352    -0.681235    -4.003300
   -0.159468    -0.166851     1.414386
   -3.979296     2.107375     3.348511
    0.124206    -2.268698     1.097501
    4.251519     0.501773    -2.251027
    5.339921     6.228445     4.685272
   -3.559606    -0.711255     0.073492
    0.858211    -2.586885    -7.836957
   -5.804883    -6.820217     0.561244
    4.348505     6.529726     2.557305
    0.977486    -0.720308    -7.353945
    4.129743     3.658911     2.243888
    1.028021    -1.896046     3.498433
   -9.776193    -6.512586    -4.408644
   -0.508695    -7.359961    -6.531160
    1.745060   -12.755060    -3.430996
   -3.854431    -5.596372    -0.694224
    1.329992    -1.572809     3.288167
   -2.631902    -2.368925    -0.489860
   -0.487398     5.989359    -1.015855
   -5.427808    -4.623564     0.655383
   -0.085998     5.154404     5.391895
   -8.386043    -7.106210    -5.512825
    1.311186     1.258630     0.917032
   -2.141613    -3.569101    -4.032460
   -0.737489    -1.995226    -1.032709
   -0.099123     1.892993     3.393391
    0.686465    -2.743661     3.658298
   -3.736352     1.032588    -1.883214
    1.894910     1.192226     2.013966
    2.724609    -0.833022     2.516973
    3.421792    -2.373450    -0.450969
    0.619226    -2.215399    -5.536674
