   -5.507195   -10.283824    -5.185995    -1.286139
    0.464158    -5.803379    -2.811368    -3.782572
   -2.557145     3.897421     0.363342     4.878345
   -3.556593     0.558567    -3.739024    -0.562366
   -0.619800    -2.602738     1.177061     4.649521
   -0.948946     0.815797    -2.290292     0.253087
    6.170153     1.097841     4.387150     4.203745
    0.607927     2.407608    -4.318763     2.031441
    1.597704     0.802824    -0.060628    -0.845493
    0.840869    -1.781759     0.334299     2.087475
   -0.491250    -2.158130    -5.399098    -2.386756
   -4.314713    -1.723525     1.133794    -3.262347
    5.616356     3.998261    -6.459235    -6.438577
   -0.251924     0.099251     2.864005    -3.707233
    0.714733     2.629500     3.182583     3.576834
   -2.311692    -5.552299     3.409637     1.042453
    2.665460     7.398207     0.517385     1.738693
    6.861815     4.892570     4.112741     1.603377
    3.017342     5.538432     1.378263     3.105287
   -0.362698     0.002604    -3.354186    -6.137593
    5.487468     1.705685     5.035004     1.974382
   -2.086447    -5.958862    -3.498809    -7.316858
    1.502406     2.999643    -2.520870     1.371628
    1.618212    -0.629855    -2.156432     1.670473
   -1.927516    -0.061992    -1.560697    -2.244970
    0.426186     5.592039     5.285355     8.025614
    2.840282    -0.508330     4.201123     3.051573
   -2.939899    -4.120310    -4.093547    -1.482603
   -0.929580     7.032501     2.301021    -1.177358
    1.370481     1.199439    -1.363716     1.381710
    3.777685    -3.325149    -4.483918    -7.019149
   -3.427802    -1.460916    -3.128201    -1.878845
    1.870764     3.721849    -4.222994     1.955299
   -2.143729    -1.012399     3.157313     3.616680
    2.717857     0.840602     4.615849     2.585279
    2.077147     4.918728     0.710627     0.744757
   -4.144968     1.456949    -1.598683     2.350532
   -0.529370    -2.490440    -4.488552    -2.976385
    2.570329    -2.074474    -2.322860     2.973010
   -1.334335     1.529086     2.620362    -1.548459
   -0.548065    -1.121112    -5.354218    -7.386048
    0.556394    -5.575651     2.704697    -0.673735
   -3.136305    -0.901647    -6.857993    -9.198318
   -1.521073    -1.943725     4.290836    -3.641152
   -2.232012    -4.412064    -9.345523    -0.507115
    4.353647    -1.740975     0.395504    -2.563498
    2.328322     1.073544    -1.151159    -2.271422
   -0.223291    -0.641777    -3.207847     1.194775
   -3.759783     5.677277    -2.524060     2.361654
   -2.107471     2.626926    -1.563894     4.794981
    0.394290    -1.721207     0.475086    -4.285743
   -0.159468    -0.166851     1.418077    -3.353683
    4.097023     4.343335     2.172717     0.927225
    2.231850     5.367445    -0.508062    -0.072222
    5.339921     6.228445     4.241010     1.675121
    1.068549     0.963393     1.392485    -1.838051
   -6.543514    -9.076640    -7.189532    -4.161734
    4.348505     6.529726     1.466694     4.975696
   -1.209051    -7.598316     3.525218    -0.442509
    0.414432     1.235237    -2.202840     3.962655
   -9.776193    -6.512586    -6.040448    -6.785212
   -7.105613    -6.403986    -1.807746   -17.733456
    2.946534    -2.381164    -2.195890    -0.184564
    1.329992    -1.572809     4.739568    -1.048522
   -1.052974     0.168115    -1.013885     5.810174
   -4.010535    -7.433076    -3.914927    -2.706837
   -0.085998     5.154404     2.771694    -4.422994
   -2.913189    -3.416315    -0.145408    -1.177825
    0.287717    -1.997755    -2.354435    -4.424005
   -0.737489    -1.995226    -0.403840    -1.298657
    1.942555     3.418171     1.657743    -0.548936
    5.030128    -1.221288     5.415828    -0.302238
    1.894910     1.192226     2.365308     4.503376
   -2.195326     1.835820     2.324129    -2.004371
    0.735756     0.987104    -2.157135    -5.013989
    0.685590     2.663504    -0.893113     2.207742
   -4.182314    -4.507750    -2.868078   -11.070751
    7.044429     5.263093     0.979927     1.163507
   -5.715704    -3.733512    -5.506594    -9.035738
   -5.269403    -8.051228    -4.157688    -5.019290
    4.534487     4.833394     8.193260     0.564148
    3.069063     0.593812     0.198035     0.448411
   -0.899506    -4.456988    -0.786829     2.435887
   -2.986489    -4.041948    -1.034173    -6.314312
    1.158942     1.171199     0.840747     3.118805
    2.245504    -3.398294     0.197066     0.132703
    1.593380     2.220407     3.127089     2.038026
   -1.228307    -2.845795    -3.672722    -0.661105
    0.860112     4.406429     0.646690     8.143070
    6.382577     1.207673     2.150287    -1.193633
    4.390713    -2.944948     0.436634     0.440906
   -4.479067    -0.164284    -2.147912     2.081356
   -3.033240    -7.773419    -1.369380    -3.604906
    3.445543     3.459886     9.371329     6.688593
    2.949800     6.051565     0.968946     1.283673
   -1.852530    -8.312759    -3.430633    -2.216232
   -0.744361     2.490617    -3.843926    -5.246260
   -6.571335    -6.938829    -8.113398   -10.787544
   -0.184868     3.794716     4.616604     1.797469
    0.050928     0.839641     4.420743     2.901793
