   -6.157232   -10.608842    -4.638495  1
    7.209944     4.069130    -2.514300  1
   -3.402678    -1.176537    -3.648251  1
    5.786937     4.535383     4.772628  1
   -3.976392     0.348667    -3.344285  1
    1.149185    -0.045208    -1.591103  1
    1.662473     6.193596    -0.183774  1
    1.442566    -1.094536     1.462808  1
    6.898440     1.461985     3.923987  1
    1.633726     1.424791     2.535047  1
   -5.168365     0.402836    -0.638316  1
    0.004441    -0.857260    -1.086376  1
    0.940120    -1.732133     0.299006  1
    3.143023     1.080261    -0.453387  1
   -5.761758    -1.489020    -6.163900  1
    0.485039     3.533670    -2.460180  1
    6.279277     4.329722    -5.777315  1
   -5.822822    -3.163336    -2.127692  1
    3.342885    -3.517419     1.976431  1
    2.540323     4.095378     1.616104  1
   -2.584550    -5.688728     3.049672  1
    2.363282     3.847101     6.370440  1
   -0.911583    -2.674895     5.772760  1
    1.634189     1.498928    -1.939518  1
    3.373491     5.716506     1.232756  1
   -0.394733    -0.560065     0.006640  1
   -3.547339    -6.235472     3.489205  1
   -1.160573     1.710983    -1.712816  1
   -2.332718    -6.081998    -3.129430  1
   -2.893497     0.055657     0.853667  1
   -3.658289    -0.696903    -0.015943  1
   -1.608807    -3.769942     2.096659  1
   -2.155028    -0.175748    -1.395930  1
   -1.602843    -0.375235     4.169938  1
    5.670961     5.422397     4.808810  1
   -2.156096     1.702934     0.215504  1
   -3.286907    -4.293814    -3.661380  1
    2.934085     0.537462     7.879415  1
    3.092271    -4.297984     2.462704  1
    0.574891    -1.761512     1.539262  1
    4.223581    -3.102202    -4.010539  1
   -3.482245    -5.168925    -1.166622  1
   -1.581235    -0.374904     1.040768  1
    3.115365    -3.600694     3.219138  1
   -2.396762    -1.138915     2.823986  1
    2.844528     4.140121     0.674206  1
    3.641347     1.677727     3.314396  1
    4.338145     1.841126    -0.116135  1
   -4.634215     1.212326    -1.429905  1
    2.707207     0.824233    -0.907893  1
   -4.722427    -1.848103     0.410002  1
   -3.756190    -5.486120     3.123213  1
   -1.491831     1.450338     2.343723  1
   -4.050841    -2.573486    -2.377987  1
   -5.679821    -6.988293    -1.774274  1
   -6.544801    -0.845900    -1.936598  1
   -3.506495    -1.086742    -6.133976  1
   -5.946261    -4.494204    -3.436780  1
    5.647606    -1.990905     0.262670  1
   -3.685105   -10.072069     4.224961  1
    4.867525    -1.484036     0.353750  1
   -2.113937     1.271353    -0.926625  1
   -2.588607    -3.526917    -1.235160  1
   -0.592705    -3.392555     2.553162  1
   -4.203565     5.455386    -2.257588  1
    0.877708    -1.668617     3.643167  1
   -0.570374     3.978277     0.124514  1
   -2.144783    -0.794451    -4.133916  1
   -0.178291    -0.176262     1.268367  1
   -4.448988     1.872529     0.272957  1
    0.138866    -2.261367     2.051774  1
    4.753343     0.752685    -0.336442  1
    5.970213     6.543591     3.793275  1
   -3.979761    -0.921332    -1.208089  1
